itemId,name,marketValue,historical,avgSalePrice,saleRate,soldPerDay,updatedAt
7433,Twilight Gloves,14466,0,6642,0.307,0,2026-09-09T02:48:27Z
7434,Twilight Boots,7768,0,4180,0.2,0,2026-09-09T02:48:27Z
7450,Pattern: Green Whelp Armor,18987,0,1198,0.157,0.157,2026-09-09T02:48:27Z
4705,Lambent Scale Pauldrons,9672,0,8998,0.312,0,2026-09-09T02:48:27Z
4710,Forest Cloak,4548,0,2788,0.312,0,2026-09-09T02:48:27Z
4724,Humbert's Helm,1608344,0,169999,0.123,0.246,2026-09-09T02:48:27Z
4725,Chief Brigadier Pauldrons,14314,0,0,0.05,0.05,2026-09-09T02:48:27Z
4787,Burning Pitch,2388,0,0,0,0,2026-09-09T02:48:27Z
4788,Agile Boots,10873,0,5691,0.412,0.824,2026-09-09T02:48:27Z
4789,Stable Boots,10657,0,1424,0.111,0.056,2026-09-09T02:48:27Z
4790,Inferno Cloak,19417,0,0,0,0,2026-09-09T02:48:27Z
7451,Pattern: Green Whelp Bracers,21020,0,47405,0.076,0.304,2026-09-09T02:48:27Z
7458,Knight's Boots,10197,0,7599,0.571,0,2026-09-09T02:48:27Z
7468,Regal Robe,33041,0,29999,0,0,2026-09-09T02:48:27Z
7486,Captain's Breastplate,44142,0,19000,0.095,0,2026-09-09T02:48:27Z
7488,Captain's Circlet,33923,0,8550,0.3,0,2026-09-09T02:48:27Z
7489,Captain's Gauntlets,23581,0,13900,0,0,2026-09-09T02:48:27Z
7490,Captain's Boots,35523,0,38000,0.064,0,2026-09-09T02:48:27Z
7491,Captain's Shoulderguards,26884,0,10259,0.058,0,2026-09-09T02:48:27Z
7518,Gossamer Robe,48221,0,38000,0.307,0,2026-09-09T02:48:27Z
7519,Gossamer Pants,61636,0,14342,0.075,0,2026-09-09T02:48:27Z
5477,Strider Stew,349,0,19,0.263,1.052,2026-09-09T02:48:27Z
5478,Dig Rat Stew,1022,0,0,0,0,2026-09-09T02:48:27Z
5479,Crispy Lizard Tail,918,0,0,0,0,2026-09-09T02:48:27Z
5480,Lean Venison,255,0,158,0.329,0,2026-09-09T02:48:27Z
5482,Recipe: Kaldorei Spider Kabob,30000,0,3582,0.185,0,2026-09-09T02:48:27Z
5488,Recipe: Crispy Lizard Tail,33534,0,0,0,0,2026-09-09T02:48:27Z
7520,Gossamer Headpiece,115368,0,9500,0,0,2026-09-09T02:48:27Z
7524,Gossamer Cape,25492,0,8896,0.05,0,2026-09-09T02:48:27Z
7525,Gossamer Bracers,22841,0,5225,0.058,0,2026-09-09T02:48:27Z
7526,Gossamer Belt,14900,0,14248,0.125,0,2026-09-09T02:48:27Z
7534,Cabalist Bracers,32216,0,12818,1,0,2026-09-09T02:48:27Z
7536,Champion's Wall Shield,94695,0,0,0,0,2026-09-09T02:48:27Z
7537,Gothic Shield,42565,0,29900,0,0,2026-09-09T02:48:27Z
7540,Champion's Helmet,61354,0,0,0,0,2026-09-09T02:48:27Z
7541,Champion's Gauntlets,20000,0,8999,0,0,2026-09-09T02:48:27Z
6403,Mail Combat Armguards,8858,0,2388,0.071,0,2026-09-09T02:48:27Z
6404,Mail Combat Spaulders,15262,0,6990,0,0,2026-09-09T02:48:27Z
7542,Champion's Greaves,30000,0,17005,0.148,0.148,2026-09-09T02:48:27Z
7729,Chesterfall Musket,267347,0,39900,0.031,0,2026-09-09T02:48:27Z
7734,Six Demon Bag,1056681,0,117762,0.011,0.022,2026-09-09T02:48:27Z
7740,Gni'kiv Medallion,119268,0,4990,0,0,2026-09-09T02:48:27Z
7752,Dreamslayer,253099,0,39976,0,0,2026-09-09T02:48:27Z
7755,Flintrock Shoulders,1607507,0,0,0,0,2026-09-09T02:48:27Z
7757,Windweaver Staff,353341,0,902493,0.5,0,2026-09-09T02:48:27Z
7758,Ruthless Shiv,328847,0,0,0,0,2026-09-09T02:48:27Z
7921,Heavy Mithril Pants,53171,0,0,0,0,2026-09-09T02:48:27Z
7963,Steel Breastplate,12000,0,0,0,0,2026-09-09T02:48:27Z
7965,Solid Weightstone,3541,0,1614,0.174,0,2026-09-09T02:48:27Z
7967,Mithril Shield Spike,76287,0,28485,0.093,0.14,2026-09-09T02:48:27Z
7969,Mithril Spurs,14900,0,1677,0.013,0,2026-09-09T02:48:27Z
7971,Black Pearl,5167,0,1155,0.119,0.179,2026-09-09T02:48:27Z
7972,Ichor of Undeath,1613,0,583,0.14,2.17,2026-09-09T02:48:27Z
7989,Plans: Mithril Spurs,123729,0,40699,0.068,0,2026-09-09T02:48:27Z
8109,Hibernal Cloak,13679,0,7516,0,0,2026-09-09T02:48:27Z
8110,Hibernal Gloves,24541,0,5546,0.047,0,2026-09-09T02:48:27Z
8111,Hibernal Mantle,32370,0,10035,0.1,0.05,2026-09-09T02:48:27Z
8112,Hibernal Pants,34914,0,9799,0,0,2026-09-09T02:48:27Z
8132,Myrmidon's Leggings,63544,0,20000,0,0,2026-09-09T02:48:27Z
8135,Chromite Shield,40568,0,0,0,0,2026-09-09T02:48:27Z
8138,Chromite Chestplate,83719,0,37923,1,0,2026-09-09T02:48:27Z
8144,Chromite Pauldrons,42872,0,28500,0.625,0,2026-09-09T02:48:27Z
8154,Scorpid Scale,1601,0,595,0.314,5.338,2026-09-09T02:48:27Z
8158,Jouster's Gauntlets,42380,0,6258,0.2,0,2026-09-09T02:48:27Z
8159,Jouster's Girdle,19299,0,7407,0.017,0,2026-09-09T02:48:27Z
8168,Jet Black Feather,1099,0,98,0.022,0.682,2026-09-09T02:48:27Z
8169,Thick Hide,2409,0,588,0.092,0.46,2026-09-09T02:48:27Z
8170,Rugged Leather,2255,0,1405,0.888,35.52,2026-09-09T02:48:27Z
8171,Rugged Hide,31231,0,1194,0.427,0.214,2026-09-09T02:48:27Z
8182,Pellet Rifle,1561,0,0,0,0,2026-09-09T02:48:27Z
8184,Firestarter,9199,0,3991,0.229,0,2026-09-09T02:48:27Z
8185,Turtle Scale Leggings,329691,0,0,0,0,2026-09-09T02:48:27Z
8193,Nightscape Pants,18072,0,20000,0.03,0.015,2026-09-09T02:48:27Z
8194,Goblin Nutcracker,27798,0,37998,0.033,0.017,2026-09-09T02:48:27Z
8196,Ebon Scimitar,40301,0,28273,0.16,0,2026-09-09T02:48:27Z
8213,Wild Leather Boots,36056,0,10000,0,0,2026-09-09T02:48:27Z
8225,Tainted Pierce,475793,0,111111,0.117,0,2026-09-09T02:48:27Z
8244,Flawless Draenethyst Sphere,4825994,0,499921,0.2,0.2,2026-09-09T02:48:27Z
8247,Imperial Red Bracers,35433,0,12000,0.75,0.75,2026-09-09T02:48:27Z
8254,Imperial Red Circlet,52912,0,11999,0.041,0,2026-09-09T02:48:27Z
8255,Serpentskin Girdle,26158,0,9015,0.111,0.111,2026-09-09T02:48:27Z
8256,Serpentskin Boots,69220,0,37012,0.214,0,2026-09-09T02:48:27Z
8257,Serpentskin Bracers,27832,0,10070,0.03,0.015,2026-09-09T02:48:27Z
8262,Serpentskin Leggings,79900,0,36100,0.666,0,2026-09-09T02:48:27Z
8263,Serpentskin Spaulders,47287,0,18121,0.333,0.333,2026-09-09T02:48:27Z
8264,Ebonhold Wristguards,30427,0,19999,0,0,2026-09-09T02:48:27Z
8271,Ebonhold Leggings,71373,0,55267,0.071,0.071,2026-09-09T02:48:27Z
8281,Valorous Pauldrons,32151,0,10604,1,0,2026-09-09T02:48:27Z
8284,Arcane Boots,35642,0,0,0,0,2026-09-09T02:48:27Z
8285,Arcane Bands,40000,0,18787,0.125,0,2026-09-09T02:48:27Z
8290,Arcane Robe,85558,0,0,0,0,2026-09-09T02:48:27Z
8291,Arcane Sash,32552,0,24984,0,0,2026-09-09T02:48:27Z
8292,Arcane Cover,70000,0,39995,0.045,0.045,2026-09-09T02:48:27Z
8293,Traveler's Belt,32072,0,19997,0,0,2026-09-09T02:48:27Z
8295,Traveler's Bracers,59709,0,19999,0,0,2026-09-09T02:48:27Z
8346,Gauntlets of the Sea,2384179,0,25098,0.023,0.092,2026-09-09T02:48:27Z
8347,Dragonscale Gauntlets,759676,0,49828,0.472,1.652,2026-09-09T02:48:27Z
8401,Pattern: Tough Scorpid Leggings,11693,0,1447,0.018,0,2026-09-09T02:48:27Z
8402,Pattern: Tough Scorpid Helm,18950,0,1994,0.142,0.142,2026-09-09T02:48:27Z
8429,Punctured Dew Gland,59800,0,0,0,0,2026-09-09T02:48:27Z
8483,Wastewander Water Pouch,1991,0,1312,0.243,0.729,2026-09-09T02:48:27Z
8631,Reins of the Striped Frostsaber,389999,0,0,0,0,2026-09-09T02:48:27Z
8751,Overlinked Coif,3006298,0,0,0,0,2026-09-09T02:48:27Z
8753,Smooth Leather Helmet,114326,0,0,0,0,2026-09-09T02:48:27Z
8754,Twill Cover,19323,0,0,0,0,2026-09-09T02:48:27Z
8755,Light Plate Helmet,119999,0,0,0,0,2026-09-09T02:48:27Z
8766,Morning Glory Dew,2062,0,458,0.388,7.372,2026-09-09T02:48:27Z
8831,Purple Lotus,2727,0,860,0.251,0,2026-09-09T02:48:27Z
8925,Crystal Vial,2017,0,661,0.006,0.081,2026-09-09T02:48:27Z
8926,Instant Poison IV,3101,0,0,0,0,2026-09-09T02:48:27Z
8927,Instant Poison V,40000,0,0,0,0,2026-09-09T02:48:27Z
8928,Instant Poison VI,20997,0,0,0,0,2026-09-09T02:48:27Z
9030,Restorative Potion,29449,0,5979,0.05,0,2026-09-09T02:48:27Z
9172,Invisibility Potion,33370,0,14492,0.101,0.202,2026-09-09T02:48:27Z
9179,Elixir of Greater Intellect,6494,0,4294,0.11,0,2026-09-09T02:48:27Z
9254,Cuergo's Treasure Map,56473,0,17000,0.072,0,2026-09-09T02:48:27Z
9286,Field Plate Armor,44761,0,30000,0.75,0,2026-09-09T02:48:27Z
9291,Field Plate Leggings,50052,0,43277,1,0,2026-09-09T02:48:27Z
9292,Field Plate Pauldrons,38782,0,19000,0.5,0.25,2026-09-09T02:48:27Z
9293,Recipe: Magic Resistance Potion,211703,0,37998,0.249,0,2026-09-09T02:48:27Z
9294,Recipe: Wildvine Potion,22838,0,2791,0.069,0,2026-09-09T02:48:27Z
9295,Recipe: Invisibility Potion,228536,0,10918,0.178,0,2026-09-09T02:48:27Z
9296,Recipe: Gift of Arthas,33041,0,5993,0.227,0.568,2026-09-09T02:48:27Z
9298,Recipe: Elixir of Giants,228981,0,30617,0.201,0,2026-09-09T02:48:27Z
9300,Recipe: Elixir of Demonslaying,58220,0,23088,0.142,0,2026-09-09T02:48:27Z
9301,Recipe: Elixir of Shadow Power,92831,0,49892,0.091,0.046,2026-09-09T02:48:27Z
9302,Recipe: Ghost Dye,32382,0,9887,0.022,0.022,2026-09-09T02:48:27Z
9303,Recipe: Philosopher's Stone,41271,0,14049,0.123,0.246,2026-09-09T02:48:27Z
9304,Recipe: Transmute Iron to Gold,36444,0,9499,0.018,0.036,2026-09-09T02:48:27Z
9305,Recipe: Transmute Mithril to Truesilver,41280,0,9499,0.044,0.088,2026-09-09T02:48:27Z
9308,Grime-Encrusted Object,448,0,100,0.096,1.92,2026-09-09T02:48:27Z
9312,Blue Firework,1762,0,0,0,0,2026-09-09T02:48:27Z
9317,"Red, White and Blue Firework",80999,0,0,0,0,2026-09-09T02:48:27Z
9318,Red Firework,12539,0,0,0,0,2026-09-09T02:48:27Z
9327,Security DELTA Data Access Card,25624,0,0,0,0,2026-09-09T02:48:27Z
9360,Cuergo's Gold,4371,0,0,0,0,2026-09-09T02:48:27Z
9431,Papal Fez,12009994,0,290000,0,0,2026-09-09T02:48:27Z
9432,Skullplate Bracers,1296276,0,0,0,0,2026-09-09T02:48:27Z
9434,Elemental Raiment,281895,0,20044,0.066,0,2026-09-09T02:48:27Z
9451,Bubbling Water,194,0,29,0.101,0.253,2026-09-09T02:48:27Z
9465,Digmaster 5000,4101351,0,0,0,0,2026-09-09T02:48:27Z
9480,Eyegouger,9086333,0,0,0,0,2026-09-09T02:48:27Z
9481,The Minotaur,10509330,0,300000,0,0,2026-09-09T02:48:27Z
9482,Witch Doctor's Cane,3803946,0,0,0,0,2026-09-09T02:48:27Z
9681,Grilled King Crawler Legs,1199,0,0,0,0,2026-09-09T02:48:27Z
9753,Gypsy Buckler,3126,0,468,0.184,0,2026-09-09T02:48:27Z
9810,Fortified Boots,5000,0,6095,0.181,0.181,2026-09-09T02:48:27Z
9811,Fortified Bracers,7287,0,4275,0.126,0,2026-09-09T02:48:27Z
9812,Fortified Cloak,4750,0,1894,0.242,0.121,2026-09-09T02:48:27Z
9814,Fortified Belt,5814,0,4803,0.177,0,2026-09-09T02:48:27Z
9815,Fortified Leggings,5649,0,5555,0.3,0,2026-09-09T02:48:27Z
9816,Fortified Shield,7000,0,0,0,0,2026-09-09T02:48:27Z
9817,Fortified Spaulders,11587,0,9500,0.296,0.148,2026-09-09T02:48:27Z
9820,Durable Boots,11995,0,3799,0.17,0,2026-09-09T02:48:27Z
9821,Durable Bracers,9692,0,5276,0.285,0.428,2026-09-09T02:48:27Z
9822,Durable Cape,5978,0,2501,0.187,0.187,2026-09-09T02:48:27Z
9823,Durable Gloves,7836,0,5095,0.5,0,2026-09-09T02:48:27Z
9824,Durable Shoulders,9127,0,4274,0.153,0,2026-09-09T02:48:27Z
9825,Durable Pants,9720,0,8499,0.249,0,2026-09-09T02:48:27Z
9835,Scaled Leather Tunic,12030,0,19000,0.166,0,2026-09-09T02:48:27Z
9836,Banded Armor,16730,0,9398,0.022,0,2026-09-09T02:48:27Z
9837,Banded Bracers,7800,0,2660,0.272,0,2026-09-09T02:48:27Z
9838,Banded Cloak,7566,0,2112,0.117,0.059,2026-09-09T02:48:27Z
9839,Banded Gauntlets,9762,0,3032,0.128,0,2026-09-09T02:48:27Z
9840,Banded Girdle,9066,0,5594,0.025,0,2026-09-09T02:48:27Z
9846,Conjurer's Bracers,14223,0,4678,0.275,0,2026-09-09T02:48:27Z
49,Footpad's Shirt,155023,0,0,0,0,2026-09-09T02:48:27Z
724,Goretusk Liver Pie,162,0,95,0.586,0,2026-09-09T02:48:27Z
9851,Conjurer's Breeches,13263,0,9500,0.159,0.159,2026-09-09T02:48:27Z
9852,Conjurer's Robe,24132,0,6000,0,0,2026-09-09T02:48:27Z
9868,Renegade Gauntlets,18015,0,9307,0.102,0,2026-09-09T02:48:27Z
9873,Renegade Shield,13579,0,8360,0.023,0,2026-09-09T02:48:27Z
9874,Sorcerer Drape,70852,0,20606,0.199,0,2026-09-09T02:48:27Z
9875,Sorcerer Sash,19529,0,8092,0.018,0.036,2026-09-09T02:48:27Z
9876,Sorcerer Slippers,26418,0,6333,0.079,0.04,2026-09-09T02:48:27Z
9884,Sorcerer Robe,84448,0,12200,0,0,2026-09-09T02:48:27Z
9887,Huntsman's Armor,49963,0,12678,0.083,0.083,2026-09-09T02:48:27Z
9889,Huntsman's Cap,21054,0,9999,0.057,0,2026-09-09T02:48:27Z
9892,Huntsman's Gloves,16257,0,17100,0.75,0,2026-09-09T02:48:27Z
9895,Jazeraint Boots,22852,0,7723,0.333,0.333,2026-09-09T02:48:27Z
9910,Royal Gloves,126829,0,11954,0.079,0.316,2026-09-09T02:48:27Z
9934,Brigade Pauldrons,27570,0,29999,0.081,0,2026-09-09T02:48:27Z
9939,Abjurer's Gloves,55423,0,15931,0.128,0.128,2026-09-09T02:48:27Z
9940,Abjurer's Hood,59412,0,17500,0.055,0,2026-09-09T02:48:27Z
9941,Abjurer's Mantle,45055,0,10200,0.071,0.036,2026-09-09T02:48:27Z
10030,Admiral's Hat,521545,0,0,0,0,2026-09-09T02:48:27Z
10042,Cindercloth Robe,315570,0,0,0,0,2026-09-09T02:48:27Z
10044,Cindercloth Boots,165777,0,0,0,0,2026-09-09T02:48:27Z
10045,Simple Linen Pants,173,0,0,0,0,2026-09-09T02:48:27Z
10071,Righteous Cloak,46015,0,80000,0.037,0,2026-09-09T02:48:27Z
10164,Templar Chestplate,81818,0,0,0,0,2026-09-09T02:48:27Z
10165,Templar Gauntlets,68709,0,22838,0.15,0,2026-09-09T02:48:27Z
10179,Mystical Boots,62200,0,15500,0.06,0.06,2026-09-09T02:48:27Z
10180,Mystical Belt,69541,0,13000,0.027,0.014,2026-09-09T02:48:27Z
10181,Mystical Armor,194978,0,24995,0.181,0.091,2026-09-09T02:48:27Z
10182,Swashbuckler's Breastplate,79278,0,47500,0.166,0,2026-09-09T02:48:27Z
10183,Swashbuckler's Boots,48988,0,66500,0.045,0.045,2026-09-09T02:48:27Z
10184,Swashbuckler's Bracers,45202,0,12200,0.052,0.052,2026-09-09T02:48:27Z
10185,Swashbuckler's Cape,47888,0,25592,0,0,2026-09-09T02:48:27Z
10186,Swashbuckler's Gloves,47860,0,20000,0.149,0.298,2026-09-09T02:48:27Z
10187,Swashbuckler's Eyepatch,85384,0,47405,0.166,0,2026-09-09T02:48:27Z
10188,Swashbuckler's Leggings,82792,0,20000,0.025,0,2026-09-09T02:48:27Z
10189,Swashbuckler's Shoulderpads,72350,0,47499,0.25,0.25,2026-09-09T02:48:27Z
10193,Crusader's Armor,60619,0,44935,0.166,0,2026-09-09T02:48:27Z
10194,Crusader's Cloak,55028,0,10999,0.014,0,2026-09-09T02:48:27Z
10195,Crusader's Shield,43832,0,0,0,0,2026-09-09T02:48:27Z
10196,Crusader's Gauntlets,45000,0,0,0.066,0,2026-09-09T02:48:27Z
10197,Crusader's Belt,39746,0,0,0,0,2026-09-09T02:48:27Z
10198,Crusader's Helm,53558,0,19000,0.096,0.192,2026-09-09T02:48:27Z
10199,Crusader's Leggings,53222,0,28500,0.071,0.071,2026-09-09T02:48:27Z
10244,Heavy Lamellar Leggings,47562,0,41799,0.09,0,2026-09-09T02:48:27Z
10245,Heavy Lamellar Pauldrons,55254,0,14443,0,0,2026-09-09T02:48:27Z
10259,Adventurer's Belt,57426,0,0,0,0,2026-09-09T02:48:27Z
10261,Adventurer's Bandana,347813,0,0,0,0,2026-09-09T02:48:27Z
10262,Adventurer's Legguards,455934,0,0,0,0,2026-09-09T02:48:27Z
10263,Adventurer's Shoulders,169654,0,0,0,0,2026-09-09T02:48:27Z
10267,Masterwork Cape,120464,0,40000,0,0,2026-09-09T02:48:27Z
10278,Emerald Girdle,63493,0,30983,0.037,0,2026-09-09T02:48:27Z
10287,Greenweave Mantle,13467,0,6650,0.833,0.417,2026-09-09T02:48:27Z
10289,Durable Hat,19439,0,19000,0.187,0,2026-09-09T02:48:27Z
10302,Pattern: Red Mageweave Pants,24726,0,4496,0.127,0,2026-09-09T02:48:27Z
10306,Scroll of Spirit IV,3795,0,1892,0.224,0,2026-09-09T02:48:27Z
10307,Scroll of Stamina IV,6275,0,9472,0.177,0,2026-09-09T02:48:27Z
10312,Pattern: Red Mageweave Gloves,18092,0,3800,0.054,0,2026-09-09T02:48:27Z
10320,Pattern: Red Mageweave Headband,30000,0,2765,0.106,0,2026-09-09T02:48:27Z
10331,Scarlet Gauntlets,33746,0,13332,0.111,0,2026-09-09T02:48:27Z
10361,Brown Snake,209890,0,0,0,0,2026-09-09T02:48:27Z
10362,Ornate Shield,116087,0,0,0,0,2026-09-09T02:48:27Z
10363,Engraved Wall,84454,0,0,0,0,2026-09-09T02:48:27Z
10364,Templar Shield,63592,0,28557,0.142,0,2026-09-09T02:48:27Z
10365,Emerald Shield,103349,0,0,0,0,2026-09-09T02:48:27Z
10369,Imbued Plate Gauntlets,39083,0,0,0,0,2026-09-09T02:48:27Z
10383,Commander's Pauldrons,99999,0,73152,0.4,0,2026-09-09T02:48:27Z
10385,Hyperion Greaves,117952,0,0,0,0,2026-09-09T02:48:27Z
10386,Hyperion Gauntlets,66153,0,30000,0,0,2026-09-09T02:48:27Z
10389,Hyperion Legplates,393961,0,0,0,0,2026-09-09T02:48:27Z
10390,Hyperion Pauldrons,362408,0,0,0,0,2026-09-09T02:48:27Z
10424,Plans: Silvered Bronze Leggings,10000,0,1548,0.222,0.222,2026-09-09T02:48:27Z
10581,Death's Head Vestment,1850000,0,149999,0.032,0.032,2026-09-09T02:48:27Z
10602,Schematic: Deadly Scope,47949,0,10921,0.181,0,2026-09-09T02:48:27Z
10624,Stinging Bow,1613793,0,60097,0.09,0.045,2026-09-09T02:48:27Z
10625,Stealthblade,787246,0,0,0.083,0.332,2026-09-09T02:48:27Z
10626,Ragehammer,1437459,0,0,0.018,0.018,2026-09-09T02:48:27Z
11083,Soul Dust,1347,0,889,0.405,0.405,2026-09-09T02:48:27Z
11128,Golden Rod,15123,0,6642,0.319,0,2026-09-09T02:48:27Z
11135,Greater Mystic Essence,6542,0,2897,0.139,2.363,2026-09-09T02:48:27Z
11242,Evoroot,490557,0,0,0,0,2026-09-09T02:48:27Z
11284,Accurate Slugs,367,0,2504,0,0,2026-09-09T02:48:27Z
11285,Jagged Arrow,244,0,0,0,0,2026-09-09T02:48:27Z
11306,Sturdy Recurve,24569,0,0,0,0,2026-09-09T02:48:27Z
11416,Delicate Ribcage,2308,0,0,0,0,2026-09-09T02:48:27Z
11611,Plans: Dark Iron Sunderer,81979,0,0,0,0,2026-09-09T02:48:27Z
11846,Wizbang's Special Brew,2716,0,279,0.037,0.093,2026-09-09T02:48:27Z
11965,Quartz Ring,13211,0,1787,0.555,0.833,2026-09-09T02:48:27Z
11967,Zircon Band,16113,0,1452,0.136,0,2026-09-09T02:48:27Z
11968,Amber Hoop,9760,0,1495,0.052,0.13,2026-09-09T02:48:27Z
12040,Forest Pendant,103171,0,28310,0.277,0,2026-09-09T02:48:27Z
25,Worn Shortsword,946620,0,0,0,0,2026-09-09T02:48:27Z
35,Bent Staff,9451755,0,0,0,0,2026-09-09T02:48:27Z
38,Recruit's Shirt,13492,0,0,0,0,2026-09-09T02:48:27Z
537,Dull Frenzy Scale,175,0,0,0,0,2026-09-09T02:48:27Z
711,Tattered Cloth Gloves,795944,0,49999,0,0,2026-09-09T02:48:27Z
1212,Gnoll Spittle,660,0,0,0,0,2026-09-09T02:48:27Z
1214,Gnoll Punisher,2819,0,1298,0.352,0,2026-09-09T02:48:27Z
1274,Hops,77,0,8,0.464,0.464,2026-09-09T02:48:27Z
1280,Cloaked Hood,150000,0,56369,0.059,0,2026-09-09T02:48:27Z
1287,Giant Tarantula Fang,3571,0,2000,0.4,0,2026-09-09T02:48:27Z
1288,Large Venom Sac,8207,0,2485,0.272,0.272,2026-09-09T02:48:27Z
2099,Dwarven Hand Cannon,1084830,0,329990,0,0,2026-09-09T02:48:27Z
2100,Precisely Calibrated Boomstick,2173453,0,992310,0.019,0.048,2026-09-09T02:48:27Z
2143,Cuirboulli Boots,67200,0,0,0,0,2026-09-09T02:48:27Z
2167,Foreman's Gloves,3646,0,0,0,0,2026-09-09T02:48:27Z
2168,Foreman's Boots,2300,0,4000,0,0,2026-09-09T02:48:27Z
2320,Coarse Thread,572,0,25,0.166,2.158,2026-09-09T02:48:27Z
12208,Tender Wolf Meat,1410,0,645,0.627,0.314,2026-09-09T02:48:27Z
2494,Stiletto,298960,0,3797,0.2,0.1,2026-09-09T02:48:27Z
2495,Walking Stick,689675,0,0,0,0,2026-09-09T02:48:27Z
2577,Blue Linen Shirt,3438,0,1899,0.749,1.124,2026-09-09T02:48:27Z
2578,Barbaric Linen Vest,3727,0,395,0.031,0.031,2026-09-09T02:48:27Z
2579,Green Linen Shirt,3901,0,665,0.153,0.077,2026-09-09T02:48:27Z
2787,Trogg Dagger,8224606,0,0,0,0,2026-09-09T02:48:27Z
2798,Rethban Ore,1610,0,1183,0.795,1.59,2026-09-09T02:48:27Z
2799,Gorilla Fang,458,0,122,0.103,0.463,2026-09-09T02:48:27Z
12209,Lean Wolf Steak,1881,0,0,0,0,2026-09-09T02:48:27Z
12210,Roast Raptor,1836,0,758,0.242,0,2026-09-09T02:48:27Z
12213,Carrion Surprise,1890,0,438,0.088,0.704,2026-09-09T02:48:27Z
12215,Heavy Kodo Stew,3597,0,0,0,0,2026-09-09T02:48:27Z
12216,Spiced Chili Crab,9606,0,2642,0.014,0,2026-09-09T02:48:27Z
2801,Blade of Hanna,29883967,0,0,0,0,2026-09-09T02:48:27Z
2802,Blazing Emblem,446431,0,66500,0.106,0.159,2026-09-09T02:48:27Z
2940,Bloody Bear Paw,5465,0,0,0,0,2026-09-09T02:48:27Z
3188,Coral Claymore,4048,0,8075,1,0,2026-09-09T02:48:27Z
3189,Wood Chopper,1260,0,128,0,0,2026-09-09T02:48:27Z
3208,Conk Hammer,104660,0,0,0.058,0,2026-09-09T02:48:27Z
3212,Lambent Scale Bracers,7560,0,3149,0.185,0,2026-09-09T02:48:27Z
3240,Coarse Weightstone,4216,0,754,0.068,0,2026-09-09T02:48:27Z
3241,Heavy Weightstone,2800,0,2676,0.099,0,2026-09-09T02:48:27Z
3286,Tribal Gloves,9176,0,909,1,1,2026-09-09T02:48:27Z
3379,Brocade Bracers,286,0,0,0,0,2026-09-09T02:48:27Z
12227,Recipe: Lean Wolf Steak,43958,0,15198,0.13,0,2026-09-09T02:48:27Z
12231,Recipe: Jungle Stew,28696,0,9490,0.03,0,2026-09-09T02:48:27Z
12232,Recipe: Carrion Surprise,39999,0,9488,0.047,0.047,2026-09-09T02:48:27Z
12250,Midnight Axe,95566,0,0,0,0,2026-09-09T02:48:27Z
12261,Plans: Searing Golden Blade,2656363,0,25872,0.038,0.038,2026-09-09T02:48:27Z
12361,Blue Sapphire,97264,0,138785,0.442,2.21,2026-09-09T02:48:27Z
12416,Radiant Belt,2522732,0,0,0,0,2026-09-09T02:48:27Z
12420,Radiant Leggings,3994707,0,89997,0,0,2026-09-09T02:48:27Z
12633,Whitesoul Helm,761584,0,271691,0.157,0,2026-09-09T02:48:27Z
12717,Plans: Lionheart Helm,111197104,0,0,0,0,2026-09-09T02:48:27Z
12728,Plans: Invulnerable Mail,7787674,0,0,0,0,2026-09-09T02:48:27Z
12731,Pristine Hide of the Beast,3617330,0,0,0,0,2026-09-09T02:48:27Z
12774,Dawn's Edge,2414325,0,0,0,0,2026-09-09T02:48:27Z
12799,Large Opal,15442,0,24097,0.17,0.595,2026-09-09T02:48:27Z
12828,Plans: Volcanic Hammer,43816,0,0,0,0,2026-09-09T02:48:27Z
12830,Plans: Corruption,180331,0,0,0,0,2026-09-09T02:48:27Z
12833,Plans: Hammer of the Titans,112135,0,19853,0,0,2026-09-09T02:48:27Z
4243,Fine Leather Tunic,4200,0,1895,0.3,0,2026-09-09T02:48:27Z
4244,Hillman's Leather Vest,4239,0,1991,0,0,2026-09-09T02:48:27Z
4245,Small Silk Pack,6270,0,3985,0.677,0,2026-09-09T02:48:27Z
4252,Dark Leather Shoulders,109072,0,9492,0.285,1.14,2026-09-09T02:48:27Z
4253,Toughened Leather Gloves,60303,0,22791,0.401,1.003,2026-09-09T02:48:27Z
4264,Barbaric Belt,200000,0,0,0,0,2026-09-09T02:48:27Z
4265,Heavy Armor Kit,7195,0,2108,0.413,0,2026-09-09T02:48:27Z
4278,Lesser Bloodstone Ore,1876,0,2298,0.311,0,2026-09-09T02:48:27Z
4289,Salt,3573,0,88,0.056,1.232,2026-09-09T02:48:27Z
4321,Spider Silk Slippers,14302,0,0,0,0,2026-09-09T02:48:27Z
4322,Enchanter's Cowl,18358,0,8612,0.217,0.109,2026-09-09T02:48:27Z
4326,Long Silken Cloak,12498,0,2994,0,0,2026-09-09T02:48:27Z
13006,Mass of McGowan,749673,0,401063,0.08,0.04,2026-09-09T02:48:27Z
13007,Mageflame Cloak,180826,0,87805,0.039,0.039,2026-09-09T02:48:27Z
13010,Dreamsinger Legguards,169494,0,80000,0.133,0.133,2026-09-09T02:48:27Z
13011,Silver-lined Belt,123432,0,4898,0.025,0.038,2026-09-09T02:48:27Z
13012,Yorgen Bracers,337670,0,110097,0.031,0,2026-09-09T02:48:27Z
